NL;FOL;LLM_FOL;BLEU;LE
An island is surrounded by water and is not connected to any mainland.;∀x (Island(x) → (SurroundedByWater(x) ∧ ¬ConnectedToMainland(x)));∀x (Island(x) → SurroundededByWater(x) ∧ NotConnectedToMainland(x));0.5648391138957983;0.5
Books are written by authors and published by publishers.;∀x ∀y ∀z (Book(x) ∧ Author(y) ∧ Publisher(z) → (WrittenBy(x, y) ∧ PublishedBy(x, z)));∀x (Book(x) → Author(x) ∧ Publisher(x));0.17311080797293865;0.46875
Artwork in a museum is valuable if it is created by a famous artist, has historical significance, or is a rare piece.;∀x (Artwork(x) ∧ MuseumContains(x) ∧ (FamousArtistCreated(x) ∨ HistoricalSignificance(x) ∨ RarePiece(x)) → Valuable(x));valuable(X) :- created_by_famous_artist(X), has_historical_significance(X), is_rare(X);0.0;0.0
A building is residential if it is primarily used for housing people.;∀x (Building(x) ∧ PrimarilyUsedForHousing(x) → Residential(x));residential(X) :- primarily_used_for_housing_people(X);0.0;0.0
A device needs charging if its battery level is low.;∀x (Device(x) ∧ LowBattery(x) → NeedsCharging(x));∀x (Device(x) ∧ BatteryLevel(x, y) < LowLevel → NeedsCharging(x));0.5633316759136163;0.0
To be a valuable investment, an asset must appreciate over time, generate income, and offer diversification benefits.;∀x (Asset(x) ∧ AppreciatesOverTime(x) ∧ GeneratesIncome(x) ∧ OffersDiversificationBenefits(x) → ValuableInvestment(x));valuableInvestment(X) ∧ appreciateOverTime(X) ∧ generateIncome(X) ∧ diversificationBenefits(X) → investment(X);0.0;1.0
An employee who works overtime without pay is being exploited.;∀x (Employee(x) ∧ WorksOvertime(x) ∧ ¬Paid(x) → Exploited(x));∀x (Employee(x) ∧ OvertimeWork(x) ∧ WithoutPay(x) → Exploited(x));0.7202093506938777;0.875
A smartphone supports wireless charging when it is equipped with a compatible charging receiver and not in a metal case.;∀x (Smartphone(x) ∧ CompatibleChargingReceiver(x) ∧ ¬InMetalCase(x) → SupportsWirelessCharging(x));`supportsWirelessCharging(X) ∧ equippedWithCompatibleReceiver(X) ∧ notInMetalCase(X) → smartphone(X)`;0.0;0.0
An apple is a fruit and grows on a tree, while a carrot is a vegetable and grows underground.;∀x∀y (Apple(x) ∧ Carrot(y) → (Fruit(x) ∧ GrowsOnTree(x) ∧ Vegetable(y) ∧ GrowsUnderground(y)));∀x (Fruit(x) ∧ GrowsOnTree(x) → x = Apple) ∧ ∀y (Vegetable(y) ∧ GrowsUnderground(y) → y = Carrot);0.5707131200650211;0.0
If a person creates, designs, and tests new products, they are considered a product designer.;∀x (CreatesDesignsAndTestsNewProducts(x) → ProductDesigner(x));∀x (Person(x) ∧ Create(x, y) ∧ Design(x, y) ∧ Test(x, y) → ProductDesigner(x));0.23440058276054604;0.78125
A wetland that serves as a habitat for various bird species, filters pollutants from water, and absorbs excess floodwater contributes to ecosystem stability.;∀x (Wetland(x) ∧ HabitatForVariousBirdSpecies(x) ∧ FiltersPollutantsFromWater(x) ∧ AbsorbsExcessFloodwater(x) → ContributesToEcosystemStability(x));∀x (Wetland(x) ∧ Habitat(x, Bird) ∧ Filter(x, Pollutant) ∧ Absorb(x, Floodwater) → EcosystemStability(x));0.35872940993386393;1.0
A volcano eruption can lead to the release of ash, gas, and molten rock, causing potential hazards and disruptions.;∀x (VolcanoEruption(x) → (ReleaseAsh(x) ∧ ReleaseGas(x) ∧ ReleaseMoltenRock(x) ∧ CausesHazardsAndDisruptions(x)));volcanoEruption(X) ∧ releaseAsh(X) ∧ releaseGas(X) ∧ releaseMoltenRock(X) ∧ causeHazards(X) ∧ causeDisruptions(X);0.21383193561046288;0.484375
Living organisms reproduce either sexually, involving two parents, or asexually, involving only one parent.;∀x (LivingOrganism(x) → (SexualReproduction(x) ⊕ AsexualReproduction(x)));reproduction(X) ∧ organism(X) → (sexual_reproduction(Y, Z) ∨ asexual_reproduction(Y));0.0;0.8125
An innovative product meets customer needs, has a unique design, and utilizes advanced technology.;∀x (Product(x) ∧ MeetsCustomerNeeds(x) ∧ UniqueDesign(x) ∧ AdvancedTechnology(x) → Innovative(x));∀x (InnovativeProduct(x) → (CustomerNeeds(x) ∧ UniqueDesign(x) ∧ AdvancedTechnology(x)));0.624277139780809;0.59375
An aquatic animal that can breathe through gills, has fins, and is covered in scales is a fish.;∀x (AquaticAnimal(x) ∧ BreathesThroughGills(x) ∧ HasFins(x) ∧ CoveredInScales(x) → Fish(x));∀x (Aquatic(x) ∧ Gills(x) ∧ Fins(x) ∧ Scales(x) → Fish(x));0.5847565012088742;1.0
A person is a dentist if they are trained and licensed to diagnose and treat issues related to teeth and oral health.;∀x (Dentist(x) ↔ (Person(x) ∧ Trained(x) ∧ Licensed(x) ∧ DiagnosesOralIssues(x) ∧ TreatsOralIssues(x)));dentist(X) :- trained(X, diagnose, teeth_oral_health), trained(X, treat, teeth_oral_health), licensed(X, teeth_oral_health).;0.0;0.0
A student excels in an academic subject when they possess a strong understanding of the material, demonstrate effective study habits, and consistently perform well on exams.;∀x∀y (Student(x) ∧ AcademicSubject(y) ∧ StrongUnderstanding(x, y) ∧ EffectiveStudyHabits(x, y) ∧ ConsistentPerformanceOnExams(x, y) → Excels(x, y));"excels_in_subject(Student, Subject) :-
   strong_understanding(Student, Subject),
   effective_study_habits(Student),
   consistent_performance_on_exams(Student, Subject).";0.0;0.0
A gemstone is valuable and can be cut into different shapes.;∀x (Gemstone(x) → (Valuable(x) ∧ CanBeCutIntoDifferentShapes(x)));valuable(x) ∧ gemstone(x) → can_be_cut_into_shapes(x);0.4064319206769607;0.75
A garden contains plants and is maintained by a gardener.;∀x ∀y (Garden(x) ∧ Gardener(y) ∧ ContainsPlants(x) → MaintainedBy(x, y));∀x (Garden(x) → ∃y (Plant(y) ∧ MaintainedBy(x, y))) ∧ ∀x (MaintainedBy(x, y) → Garden(y));0.36656105072156997;0.0
A car is fuel-efficient if it has low fuel consumption, reduced emissions, and optimal engine performance.;∀x (Car(x) ∧ FuelEfficient(x) ↔ (LowFuelConsumption(x) ∧ ReducedEmissions(x) ∧ OptimalEnginePerformance(x)));fuelEfficient(x) ∧ lowFuelConsumption(x) ∧ reducedEmissions(x) ∧ optimalEnginePerformance(x) → car(x);0.6303979807610591;0.71875
A party is successful if it has entertaining activities, delicious food, or a diverse guest list.;∀x (Party(x) ∧ (EntertainingActivities(x) ∨ DeliciousFood(x) ∨ DiverseGuestList(x)) → Successful(x));∀x (SuccessfulParty(x) → (∃y (EntertainingActivities(y) ∧ y ∈ x) ∨ ∃z (DeliciousFood(z) ∧ z ∈ x) ∨ ∃w (DiverseGuestList(w) ∧ w ∈ x)));0.0;0.0
A shape is either round or has edges.;∀x (Shape(x) → (Round(x) ⊕ HasEdges(x)));∀x (Shape(x) → (Round(x) ∨ HasEdges(x)));0.8578928092681435;0.875
In a democracy, citizens have the right to vote and freedom of speech.;∀x (Democracy(x) → (RightToVote(x) ∧ FreedomOfSpeech(x)));Democracy(X) ∧ Citizen(Y) → HaveRightToVote(Y, X) ∧ HaveFreedomOfSpeech(Y, X);0.0;0.6875
A library contains a collection of books, journals, and digital resources, organized by subject, author, or publication date.;∀x ∀y ∀z (Library(x) → (Contains(x, y) ∧ (Books(y) ∨ Journals(y) ∨ DigitalResources(y)) ∧ OrganizedBy(x, z) ∧ (Subject(z) ∨ Author(z) ∨ PublicationDate(z))));∀x (Library(x) → ∃y (Collection(y) ∧ (Books(y) ∨ Journals(y) ∨ DigitalResources(y)) ∧ OrganizedBy(x, y, Subject) ∨ OrganizedBy(x, y, Author) ∨ OrganizedBy(x, y, PublicationDate)));0.5560953870634915;0.595703125
The greenhouse effect occurs when certain gases in Earth's atmosphere trap heat, leading to a warming of the planet's surface.;∀x ∀y (GreenhouseEffect(x) ∧ EarthsAtmosphere(y) → (TrapsHeat(x, y) ∧ WarmsPlanetsSurface(x)));∀x (GreenhouseEffect(x) → (Atmosphere(x) ∧ Gases(x) ∧ HeatTrapping(x) ∧ Warming(x) ∧ Surface(x)));0.3110277298634108;0.703125
A type of food can be either a fruit or a vegetable.;∀x (FoodType(x) → Fruit(x) ⊕ Vegetable(x));∀x (Food(x) → (Fruit(x) ∨ Vegetable(x)));0.4794425184430299;0.625
A tropical rainforest receives high rainfall, has high humidity, and is characterized by a dense canopy and diverse plant and animal species.;∀x (TropicalRainforest(x) ↔ (ReceivesHighRainfall(x) ∧ HighHumidity(x) ∧ DenseCanopy(x) ∧ ∀y∀z (DiverseSpecies(y, z) ∧ Plant(y) ∧ Animal(z))));Rainforest(X) ∧ HighRainfall(X) ∧ HighHumidity(X) ∧ DenseCanopy(X) ∧ DiverseSpecies(X);0.09682903623518699;0.5
A book consists of pages containing text and images, bound together and protected by a cover.;∀x (Book(x) ↔ (ConsistsOfPages(x) ∧ ContainsText(x) ∧ ContainsImages(x) ∧ BoundTogether(x) ∧ ProtectedByCover(x)));∀x (Book(x) → ∃y (Pages(y) ∧ Text(y) ∧ Images(y)) ∧ Bound(x) ∧ Cover(x));0.3450316825823844;0.609375
A surface that reflects light, but does not transmit or absorb it, is a mirror.;∀x (Surface(x) ∧ ReflectsLight(x) ∧ ¬TransmitsLight(x) ∧ ¬AbsorbsLight(x) → Mirror(x));∀x (Reflects(x) ∧ ¬Transmits(x) ∧ ¬Absorbs(x) → Mirror(x));0.5352066084271668;0.96875
A restaurant is awarded a Michelin star if it demonstrates exceptional culinary skill, uses high-quality ingredients, and offers outstanding customer service.;∀x (Restaurant(x) ∧ ExceptionalCulinarySkill(x) ∧ HighQualityIngredients(x) ∧ OutstandingCustomerService(x) → AwardedMichelinStar(x));(awarded(MichelinStar) ∧ exceptionalCulinarySkill(Restaurant) ∧ highQualityIngredients(Restaurant) ∧ outstandingCustomerService(Restaurant)) → MichelinStar(Restaurant);0.3067259782701702;1.0
Fruits that are rich in vitamin C, such as oranges and lemons, can help strengthen the immune system.;∀x (Fruit(x) ∧ RichInVitaminC(x) ∧ (Orange(x) ∨ Lemon(x)) → StrengthenImmuneSystem(x));∀x (Fruit(x) ∧ RichInVitaminC(x) → CanHelpStrengthenImmuneSystem(x));0.4124939042034734;0.96875
A refrigerator keeps food cold, has a door, and runs on electricity, while a gas stove cooks food, has burners, and runs on gas.;∀x ∀y (Refrigerator(x) ∧ GasStove(y) → ((KeepsFoodCold(x) ∧ HasDoor(x) ∧ RunsOnElectricity(x)) ∧ (CooksFood(y) ∧ HasBurners(y) ∧ RunsOnGas(y))));"keepsCold(X) ∧ hasDoor(X) ∧ runsOnElectricity(X) → refrigerator(X)
cooksFood(Y) ∧ hasBurners(Y) ∧ runsOnGas(Y) → gasStove(Y)";0.21303139123674653;0.0
Some games are neither single-player nor multiplayer.;∃x (Game(x) ∧ ¬(SinglePlayer(x) ∨ MultiPlayer(x)));∃x (Game(x) ∧ ¬SinglePlayer(x) ∧ ¬Multiplayer(x));0.619689200200034;1.0
A film is a box-office hit if it has a high production budget, an all-star cast, or generates significant revenue within the first few weeks of release.;∀x (BoxOfficeHit(x) ↔ (Film(x) ∧ (HighProductionBudget(x) ∨ AllStarCast(x) ∨ SignificantEarlyRevenue(x))));film(X) ∧ highProductionBudget(X) ∨ allStarCast(X) ∨ significantRevenue(X, firstFewWeeks) → boxOfficeHit(X);0.13173686189607428;0.59375
A houseplant needs water and sunlight, can have various types such as succulents, ferns, or flowering plants, and may require specific care instructions depending on the species.;∀x (Houseplant(x) → (NeedsWater(x) ∧ NeedsSunlight(x) ∧ (Succulents(x) ∨ Ferns(x) ∨ FloweringPlants(x)) ∧ SpecificCareInstructions(x)));"∀x (Houseplant(x) → Water(x) ∧ Sunlight(x))
∃x (Houseplant(x) ∧ Succulent(x) ∨ Fern(x) ∨ FloweringPlant(x))
∃x (Houseplant(x) ∧ CareInstructions(x, Species(x)))";0.37741100180283743;0.0
If two countries share a border, they are neighboring countries.;∀x ∀y (Country(x) ∧ Country(y) ∧ ShareBorder(x, y) → Neighbors(x, y));∀x y (Border(x, y) → NeighboringCountries(x, y));0.32303551065283764;0.0
A meal is considered healthy if it contains a balanced proportion of proteins, carbohydrates, and fats.;∀x (Meal(x) ∧ BalancedProportionOfProteins(x) ∧ BalancedProportionOfCarbohydrates(x) ∧ BalancedProportionOfFats(x) → Healthy(x));∀x (Healthy(x) ↔ BalancedProportion(x, Proteins, Carbohydrates, Fats));0.13900672249666968;0.53125
A medicine is effective in treating a disease if it targets the cause and has minimal side effects, but not if it's expired.;∀x ∀y (Medicine(x) ∧ Disease(y) ∧ ((TargetsCause(x, y) ∧ MinimalSideEffects(x)) ∧ ¬Expired(x) → EffectiveTreatment(x, y)));effective(medicine(M), disease(D)) ∧ targets(medicine(M), cause(C)) ∧ minimalSideEffects(medicine(M)) ∧ not expired(medicine(M)) → effective(medicine(M), disease(D));0.1143116419968656;0.0
All cats have whiskers and sharp claws.;∀x (Cat(x) → (HasWhiskers(x) ∧ HasSharpClaws(x)));∀x (Cat(x) → Whiskers(x) ∧ SharpClaws(x));0.5971070986250356;0.75
"Not every music genre is fast-paced; some are slow, and others have a moderate tempo.";¬(∀x (MusicGenre(x) → FastPaced(x))) ∧ ∃y∃z (MusicGenre(y) ∧ Slow(y) ∧ MusicGenre(z) ∧ ModerateTempo(z));∀x (MusicGenre(x) → ¬FastPaced(x));0.10788598324423533;0.265625
Butterflies undergo metamorphosis, transforming from caterpillars to their adult form.;∀x (Butterfly(x) ∧ Caterpillar(y) → UndergoesMetamorphosis(y, x));∀x (Butterfly(x) → Metamorphosis(x, Caterpillar, Adult));0.373013673707725;0.875
A place is a park if it has green spaces, is open to the public, and offers recreational activities.;∀x (Place(x) ∧ HasGreenSpaces(x) ∧ OpenToPublic(x) ∧ OffersRecreationalActivities(x) → Park(x));∀x (Place(x) ∧ GreenSpaces(x) ∧ OpenToPublic(x) ∧ RecreationalActivities(x) → Park(x));0.8020219183488043;1.0
A plant is identified as a succulent if it stores water in its leaves or stems and thrives in arid environments.;∀x (Plant(x) ∧ StoresWaterInLeavesOrStems(x) ∧ ThrivesInAridEnvironments(x) → Succulent(x));∀x (Succulent(x) ↔ (StoresWaterInLeavesOrStems(x) ∧ ThrivesInAridEnvironments(x)));0.5765283249593297;0.5625
Birds can fly, while fish can swim, and elephants can neither fly nor swim.;∃x (Bird(x) ∧ CanFly(x)) ∧ ∃y (Fish(y) ∧ CanSwim(y)) ∧ ∃z (Elephant(z) ∧ ¬CanFly(z) ∧ ¬CanSwim(z));fly(x) ∧ swim(y) ∧ ¬fly(z) ∧ ¬swim(z) ∧ (Birds(x) → fly(x)) ∧ (Fish(y) → swim(y)) ∧ (Elephants(z) → ¬fly(z) ∧ ¬swim(z));0.3660495841434451;0.9453125
A flower x blooms in season y if the temperature, precipitation, and sunlight conditions are met during that period.;∀x ∀y (Flower(x) ∧ Season(y) ∧ TemperatureConditionsMet(x, y) ∧ PrecipitationConditionsMet(x, y) ∧ SunlightConditionsMet(x, y) → Blooms(x, y));∀x (Flower(x) → (∃y (Season(y) ∧ Temperature(y) = z ∧ Precipitation(y) = w ∧ Sunlight(y) = v → Blooms(x, y))));0.36084279422356974;0.0
A circle has no sides, a pentagon has five sides, and a hexagon has six sides.;∀x ∀y ∀z (Circle(x) ∧ Pentagon(y) ∧ Hexagon(z) → (NoSides(x) ∧ FiveSides(y) ∧ SixSides(z)));∀x (Circle(x) → ¬Sides(x)) ∧ ∀y (Pentagon(y) → Sides(y, 5)) ∧ ∀z (Hexagon(z) → Sides(z, 6));0.31609768845959424;0.53125
A type of disease that is caused by a malfunction of the immune system, attacks the body's own tissues, and can lead to chronic inflammation is called an autoimmune disease.;∀x (DiseaseType(x) ∧ CausedByImmuneSystemMalfunction(x) ∧ AttacksOwnTissues(x) ∧ CanLeadToChronicInflammation(x) → AutoimmuneDisease(x));AutoimmuneDisease(X) :- MalfunctionOfImmuneSystem(X), AttacksOwnTissues(X), LeadsToChronicInflammation(X).;0.0;0.0
All squares have four right angles.;∀x (Square(x) → HasFourRightAngles(x));∀x (Square(x) → FourRightAngles(x));0.7611606003349892;1.0
In a healthy ecosystem, there exists a balance between predators and prey.;∀x (HealthyEcosystem(x) → ∃y ∃z (Predator(y) ∧ Prey(z) ∧ BalancedRelationship(x, y, z)));∀x (HealthyEcosystem(x) → BalanceBetweenPredatorsAndPrey(x));0.1415342588023965;0.8125
A piece of art that is created using pigment on a surface, typically canvas or paper, and portrays realistic images is a painting.;∀x (Art(x) ∧ CreatedUsingPigment(x) ∧ (Canvas(x) ∨ Paper(x)) ∧ PortraysRealisticImages(x) → Painting(x));∀x (x isPainting → x isCreatedUsingPigment ∧ x isOnSurface ∧ x isOnCanvasOrPaper ∧ x portraysRealisticImages);0.0;0.0
An informative lecture engages the audience, clearly explains concepts, and encourages questions.;∀x (Lecture(x) ∧ Informative(x) → (EngagesAudience(x) ∧ ClearlyExplainsConcepts(x) ∧ EncouragesQuestions(x)));informativeLecture(X) ∧ engagesAudience(X) ∧ clearlyExplainsConcepts(X) ∧ encouragesQuestions(X);0.17558790715419606;0.28125
A region with distinct climatic conditions, characterized by specific vegetation and wildlife, is a biome.;∀x (Region(x) ∧ DistinctClimaticConditions(x) ∧ CharacterizedBySpecificVegetation(x) ∧ CharacterizedBySpecificWildlife(x) → Biome(x));∀x (Biome(x) → (DistinctClimaticConditions(x) ∧ SpecificVegetation(x) ∧ SpecificWildlife(x)));0.4716905319509517;0.59375
Birds that are nocturnal and have excellent night vision are likely to hunt in the dark.;∀x (Bird(x) ∧ Nocturnal(x) ∧ ExcellentNightVision(x) → HuntInTheDark(x));∀x (Bird(x) ∧ Nocturnal(x) ∧ ExcellentNightVision(x) → LikelyToHuntInDark(x));0.8787419089273848;1.0
A programmer develops software, tests it for bugs, and deploys it to users.;∀x ∀y (Programmer(x) ∧ Software(y) ∧ Develops(x, y) ∧ TestsForBugs(x, y) → DeploysToUsers(x, y));∀x (programmer(x) → ∃y (develops(x, y) ∧ tests(x, y) ∧ deploys(x, y)));0.5414675148656594;0.59375
A plant that produces oxygen, absorbs carbon dioxide, and grows in soil is typically considered a tree or a shrub.;∀x (Plant(x) ∧ ProducesOxygen(x) ∧ AbsorbsCarbonDioxide(x) ∧ GrowsInSoil(x) → (Tree(x) ∨ Shrub(x)));∀x (Plant(x) ∧ ProducesOxygen(x) ∧ AbsorbsCarbonDioxide(x) ∧ GrowsInSoil(x) → (Tree(x) ∨ Shrub(x)));1.0;1.0
A student is considered hardworking if they study regularly and complete assignments on time.;∀x (Student(x) ∧ StudiesRegularly(x) ∧ CompletesAssignmentsOnTime(x) → Hardworking(x));hardworking(X) ∧ study_regularly(X) ∧ complete_assignments_on_time(X);0.0;0.1875
A planet orbits a star and is not a satellite of another planet.;∀x ∀y (Planet(x) ∧ Star(y) ∧ Orbits(x, y) ∧ ¬∃z (Planet(z) ∧ Satellite(x, z)) → OrbitsStar(x));∀x (Planet(x) ∧ Orbits(x, y) ∧ ¬Satellite(x, z)) → Star(y) ∧ ¬Planet(z);0.570569134894722;0.515625
A comet is composed of ice, dust, and rock, and orbits the sun, leaving a visible tail as it travels through space.;∀x (Comet(x) → ComposedOfIceDustAndRock(x) ∧ OrbitsSun(x) ∧ LeavesVisibleTail(x));∀x (Comet(x) → (Ice(x) ∧ Dust(x) ∧ Rock(x) ∧ OrbitSun(x) ∧ TailVisible(x)));0.3954144926514718;0.578125
A celestial object is a comet if it orbits the Sun, has a tail, and is composed mostly of ice and dust.;∀x (CelestialObject(x) ∧ OrbitsSun(x) ∧ HasTail(x) ∧ MostlyIceAndDust(x) → Comet(x));∀x (CelestialObject(x) ∧ OrbitSun(x) ∧ HasTail(x) ∧ ComposedOfIceAndDust(x) → Comet(x));0.8020219183488043;1.0
A game is a board game if it is played on a flat surface with pieces that are moved according to a set of rules.;∀x (Game(x) ∧ FlatSurface(x) ∧ Pieces(x) ∧ Rules(x) → BoardGame(x));game(X) ∧ board_game(X) ↔ flat_surface(Y) ∧ pieces(Z) ∧ moved_according_to_rules(Z) ∧ played_on(Y, Z);0.12820288470929092;0.09375
A compass indicates direction by aligning its needle with the Earth's magnetic field.;∀x (Compass(x) → AlignsWithEarthsMagneticField(x));compass(N, D) ∧ earth's magnetic field(E) → N is aligned with D by aligning with E.;0.0;0.0
A car is powered by an engine, has features such as a transmission, wheels, and brakes, and can be used for transportation, commercial purposes, or recreational activities.;∀x (Car(x) → (PoweredByEngine(x) ∧ (Transmission(x) ∧ Wheels(x) ∧ Brakes(x)) ∧ (TransportationUsage(x) ∨ CommercialUsage(x) ∨ RecreationalActivitiesUsage(x))));∀x (Car(x) → EnginePowered(x) ∧ HasTransmission(x) ∧ HasWheels(x) ∧ HasBrakes(x) ∧ CanBeUsedForTransportation(x) ∧ CanBeUsedForCommercialPurposes(x) ∧ CanBeUsedForRecreationalActivities(x));0.4020650243166071;0.484375
A fruit is either sweet or sour, and it is not a vegetable.;∀x (Fruit(x) → (Sweet(x) ⊕ Sour(x)) ∧ ¬Vegetable(x));Fruit(X) ∧ SweetOrSour(X) ∧ ¬Vegetable(X);0.1485804674478933;0.625
A person is considered a nurse if they provide healthcare services and support to patients under the supervision of a doctor.;∀x ∃y (Person(x) ∧ ProvidesHealthcareServices(x) ∧ SupportsPatients(x) ∧ SupervisedByDoctor(x, y) ∧ Doctor(y) → Nurse(x));∀x (Nurse(x) ↔ HealthcareServices(x) ∧ SupportToPatients(x) ∧ SupervisionOfDoctor(x));0.23892336250246662;0.140625
A movie is popular when it attracts a large audience.;∀x (Movie(x) ∧ LargeAudience(x) → Popular(x));∀x (Popular(x) → Large(x));0.39491934230793213;0.875
An award-winning film can have a captivating plot, outstanding performances, or exceptional cinematography.;∀x (Film(x) ∧ AwardWinning(x) → (CaptivatingPlot(x) ∨ OutstandingPerformances(x) ∨ ExceptionalCinematography(x)));award_winning(X) ∧ captivating(Y) ∧ outstanding(Z) ∧ exceptional(W) → film(X, Y, Z, W);0.0;0.9375
A celestial body that isn't a star might be a planet or an asteroid.;∀x (CelestialBody(x) ∧ ¬Star(x) → (Planet(x) ∨ Asteroid(x)));∀x (¬Star(x) → (Planet(x) ∨ Asteroid(x)));0.7230294246419564;0.9375
A tree is deemed mature if it has reached its full height and produces seeds or fruits.;∀x (Tree(x) ∧ FullHeight(x) ∧ (ProducesSeeds(x) ∨ ProducesFruits(x)) → Mature(x));mature(x) ∧ tree(x) → full_height(x) ∧ (seeds(x) ∨ fruits(x));0.47840120240012246;0.75
A fabric is suitable for outdoor use if it is UV-resistant, water-resistant, and durable.;∀x (SuitableForOutdoorUse(x) ↔ (Fabric(x) ∧ ∃y (UVResistant(y) ∧ Has(x, y)) ∧ ∃z (WaterResistant(z) ∧ Has(x, z)) ∧ ∃w (Durable(w) ∧ Is(x, w))));suitable_for_outdoor_use(X) :- uv_resistant(X), water_resistant(X), durable(X).;0.0;0.0
A room with a window is brighter than a room without a window.;∀x∀y (Room(x) ∧ Room(y) ∧ HasWindow(x) ∧ ¬HasWindow(y) → Brighter(x, y));∀x (Room(x) ∧ Window(x) → Brighter(x, y) | Room(y) ∧ ¬Window(y));0.5785021187760716;0.0
A valid passport and a visa are required to enter a country if it has strict immigration policies.;∀x (Country(x) ∧ StrictImmigrationPolicies(x) → (ValidPassportRequired(x) ∧ VisaRequired(x)));∀x (StrictImmigrationPolicies(x) → (Passport(x) ∧ Visa(x)));0.4676684490940927;0.8125
A tourist attraction draws visitors due to its historical significance, natural beauty, or cultural importance.;∀x (TouristAttraction(x) ∧ (HistoricalSignificance(x) ∨ NaturalBeauty(x) ∨ CulturalImportance(x)) → DrawsVisitors(x));∀x (TouristAttraction(x) → (HistoricalSignificance(x) ∨ NaturalBeauty(x) ∨ CulturalImportance(x)));0.7240745008811494;0.78125
A library is a place where books, magazines, and other media are stored, organized, and made available for borrowing or reference.;∀x (Library(x) → (Place(x) ∧ StoresMedia(x) ∧ OrganizesMedia(x) ∧ AvailableForBorrowingOrReference(x)));∀x (Library(x) → (Books(x) ∧ Magazines(x) ∧ OtherMedia(x) ∧ Stored(x) ∧ Organized(x) ∧ Borrowing(x) ∧ Reference(x)));0.40488398013397914;0.97265625
Baking requires an oven, blending requires a blender, and boiling requires a stove.;Requires(baking, oven) ∧ Requires(blending, blender) ∧ Requires(boiling, stove);"baking(X) ∧ requires(X, oven)
blending(Y) ∧ requires(Y, blender)
boiling(Z) ∧ requires(Z, stove)";0.24673947096364;0.0
A type of footwear with a flat sole and a flexible upper part that covers the toes is a sandal.;∀x (Footwear(x) ∧ FlatSole(x) ∧ FlexibleUpperPart(x) ∧ CoversToes(x) → Sandal(x));∀x (Sandal(x) ↔ FlatSole(x) ∧ FlexibleUpperPart(x) ∧ CoversToes(x));0.6434993439607255;0.15625
Washing hands frequently prevents the spread of germs, while touching the face increases the risk of infection.;∀x (WashHandsFrequently(x) → PreventSpreadOfGerms(x)) ∧ ∀y (TouchFace(y) → IncreaseRiskOfInfection(y));∀x (washingHands(x) → ¬spreadGerms(x)) ∧ ∀y (touchingFace(y) → infectionRisk(y));0.5440635513985309;0.625
A submarine can navigate underwater by adjusting its buoyancy using ballast tanks.;∀x (Submarine(x) ∧ Buoyancy(b) ∧ BallastTanks(t) → CanNavigateUnderwater(x, b, t));navigation_submarine(X) ∧ underwater(X) ∧ adjust_buoyancy(X) ∧ ballast_tanks(X);0.0;0.125
A student can pass or fail a test.;∀x ∀y (Student(x) ∧ Test(y) → (Passes(x, y) ⊕ Fails(x, y)));Pass(X) ∨ Fail(X);0.0;0.75
A flower's color can either attract pollinators or deter potential predators.;∀x (Flower(x) ∧ HasColor(x) → (AttractsPollinators(x) ∨ DetersPredators(x)));∀x (Flower(x) → (Attraction(x, Pollinator) ∨ Deterrence(x, Predator)));0.4394135115783077;0.9375
A dog is a domesticated animal that barks and has a wagging tail.;∀x (Dog(x) → (Domesticated(x) ∧ Barks(x) ∧ HasWaggingTail(x)));∀x (Dog(x) → Domesticated(x) ∧ Barks(x) ∧ WaggingTail(x));0.7331540108804957;0.625
A hammer is for pounding nails, and a saw is for cutting wood.;∀x ∀y (Hammer(x) ∧ Saw(y) → (ForPoundingNails(x) ∧ ForCuttingWood(y)));∀x (Hammer(x) → PoundingNails(x)) ∧ ∀y (Saw(y) → CuttingWood(y));0.4758733096412523;0.75
A person is a pilot if they are trained and certified to operate and navigate aircraft.;∀x (Pilot(x) ↔ (Person(x) ∧ Trained(x) ∧ Certified(x) ∧ OperatesAircraft(x) ∧ NavigatesAircraft(x)));∀x (Person(x) ∧ Trained(x, OperateAndNavigateAircraft) ∧ Certified(x, OperateAndNavigateAircraft) → Pilot(x));0.4478719547811117;0.5625
A city that has an efficient public transportation system, ample green spaces, and a low crime rate is considered livable.;∀x (City(x) ∧ EfficientPublicTransportationSystem(x) ∧ AmpleGreenSpaces(x) ∧ LowCrimeRate(x) → Livable(x));livable(X) :- efficient_public_transportation_system(X), ample_green_spaces(X), low_crime_rate(X).;0.0;0.0
A material is a metal if it is a good conductor of heat and electricity and has a characteristic lustrous appearance.;∀x (Material(x) ∧ GoodConductorOfHeat(x) ∧ GoodConductorOfElectricity(x) ∧ LustrousAppearance(x) → Metal(x));∀x (Material(x) ∧ GoodConductorOfHeat(x) ∧ GoodConductorOfElectricity(x) ∧ LustrousAppearance(x) → Metal(x));1.0;1.0
A smartphone needs to be charged when its battery level is low, or it will not function properly.;∀x (Smartphone(x) ∧ LowBatteryLevel(x) → NeedsCharging(x));(need_to_charge(X) ∧ battery_level(X, low)) → function_properly(X);0.0;1.0
